customer_age,product_price,discount_percent,product_rating,past_purchase_count,past_return_rate,delivery_delay_days,session_length_minutes,num_product_views,device_type,product_category,shipping_method,payment_method,used_coupon,returned,order_id
46,38.502188561935895,55.14555780916555,4.710684097534765,9,0.3217834385478245,-1.675374085343647,84.7592774204355,3,mobile,toys,standard,paypal,1,0,199035
37,144.75809289178218,46.99408143833857,3.264564856739927,10,0.1164545932531432,-0.6697621513387113,123.59449858198404,20,tablet,electronics,standard,apple_pay,1,0,39819
26,68.40932824161487,59.80152789519033,2.172597846553664,8,0.5140162700811968,3.930130000601563,98.8300138626802,4,mobile,electronics,express,apple_pay,0,1,193586
39,-7.534284277960832,70.31515957416582,0.8849667092820144,6,0.0665594453620041,1.9008102993404463,118.574584872283,1,mobile,toys,standard,debit_card,1,0,214495
75,58.626584293463054,29.34941574546405,3.658066670270568,24,0.1223248972277644,-0.6263973784976471,74.93150599334433,13,tablet,electronics,standard,paypal,1,1,82469
81,22.802171772295747,32.0780423355387,2.5486982710518533,10,0.1454027818666675,0.2041720924170171,100.7643452070096,-2,mobile,home,standard,credit_card,1,1,165
71,58.92912577521047,51.858965213534965,2.247880887702999,7,0.3543662276750512,0.2125340670528789,23.432295408951557,25,tablet,beauty,standard,paypal,1,0,132385
72,23.15546357517532,54.12290765003286,2.3884150292972244,18,0.3161651624496316,2.320995985162792,121.18391459465695,-1,tablet,home,same_day,apple_pay,1,1,198341
75,30.428112808408883,58.5935895348958,2.736998744826962,10,0.1577397873235525,3.911054163655933,55.11625145487986,33,mobile,electronics,same_day,apple_pay,1,0,240944
76,-3.980596476143763,5.090689087953935,1.1467646174520023,9,0.626076446617319,2.280958968545483,21.11157723163503,27,mobile,beauty,standard,debit_card,1,0,34488
56,1.5386936699898577,51.64915706350287,2.0598746336847817,9,0.0816191292429867,2.681634079236259,42.46046638590454,30,mobile,electronics,standard,apple_pay,1,1,49148
32,58.8640184010602,64.43687723299132,4.31865279746851,13,0.1510410910987937,-0.657049295904997,21.916741824404625,17,desktop,home,express,paypal,0,1,199446
56,39.339676625334704,7.321524562304142,1.4319240454572737,11,0.317131161940588,0.2668909404438565,14.492986254794502,6,mobile,sports,standard,paypal,0,0,174108
44,-10.927602164955635,12.369980284159508,3.090999259142355,8,0.2270479064104605,1.9390899685462215,130.7532551539037,9,desktop,toys,standard,paypal,1,1,40282
75,48.002945626189984,61.515753926278165,2.564615411330609,9,0.1193725541646655,0.009923281997628,132.8948119365938,4,desktop,toys,same_day,apple_pay,1,0,203445
30,17.38523124587779,73.39413603596408,4.042968725902347,9,0.1313882965678571,2.4829557118416146,69.42243721517747,4,mobile,electronics,standard,debit_card,1,1,58879
61,60.263436352545256,48.61494669933788,0.6307680550249524,9,0.1062110725124296,-1.7700607846267171,75.42289402734855,8,mobile,clothing,standard,debit_card,0,0,177810
80,19.405155009120303,76.0908233612193,4.625393760409461,9,0.0743967190554178,0.0539252403436403,59.7066183160642,23,mobile,electronics,standard,paypal,1,1,137509
32,18.989017682688548,74.74002848510318,5.032458075042039,17,0.5209196461648955,1.5336578314763072,51.92455356304433,-1,mobile,home,same_day,credit_card,1,1,111770
72,8.812404514759272,74.4743559627647,0.7076981056398575,9,0.2632876862770187,-0.4026747463171497,92.7091821987578,28,desktop,clothing,standard,paypal,0,1,37843
47,82.4459102768174,65.49473465107519,1.9872009919404952,9,0.283313366089603,1.7460733492071878,117.65979943861586,4,desktop,sports,express,credit_card,0,0,76830
79,92.4845069141672,59.52645637706544,2.692263682918045,6,0.1695712030968723,0.9061969165494338,5.382715327194344,16,mobile,toys,standard,apple_pay,1,1,73181
41,25.35550981477772,6.443499941327405,2.361722010733049,9,0.1832352980807825,-0.8254749854816336,66.8227041101355,11,mobile,clothing,standard,debit_card,0,1,68352
65,7.8234495316212,70.46284564217733,1.974495438889189,9,0.0418242989904144,0.1440853093048703,86.23521401842436,5,mobile,electronics,standard,debit_card,0,0,214538
51,27.8410965825989,56.35066031947504,0.7577696308432392,9,0.374668746764792,1.890142092124505,4.100141138343005,11,mobile,beauty,express,paypal,1,0,167860
54,2.6578124287079525,23.028495110275347,2.4458007342979124,6,0.1655421143319896,2.624936384490548,128.02849171946178,18,desktop,toys,express,paypal,0,0,190314
79,1.5048536007799314,70.56834652145692,1.2360677497966432,9,0.1490250803613351,-0.2667532804870152,103.15917661092334,5,mobile,clothing,standard,debit_card,0,1,224131
33,28.750888397263708,27.30478810161945,1.6344827708023963,12,0.1472901546996872,0.1497013148959854,67.39445771811452,22,mobile,toys,standard,paypal,1,0,116816
66,81.12579966979052,24.842466253595138,3.021049327502123,10,0.0479703486577231,0.528744958817287,13.12894836797018,21,desktop,home,standard,apple_pay,1,0,198984
76,62.34218657736076,5.309945475720646,2.8308969043384997,17,0.1396914446986041,0.2394685949548494,72.43359369517907,8,mobile,electronics,standard,debit_card,0,0,110597
40,13.207965341463977,71.77656457606997,2.586702271401043,9,0.1309196085179753,2.2254844321286384,53.550063428596886,17,mobile,electronics,same_day,paypal,1,1,110807
40,44.31909907394535,37.097386501281775,1.274955711116862,9,0.2733533215504585,0.2006251921211322,50.617806749020126,6,desktop,clothing,standard,paypal,1,1,83064
74,20.81452274373316,11.106747630850728,2.8812652025757863,8,0.0663466574743355,-1.8357826247523787,31.641326156803565,31,mobile,home,standard,paypal,1,1,90668
64,18.313251166321955,48.30113783247056,3.938052440101604,9,0.1491394523207905,2.081483212923978,95.83332464328282,35,tablet,clothing,standard,credit_card,1,1,221521
82,24.299924114922646,60.073502398080365,1.2498406851254498,6,0.1845712271965024,-0.9272171793794856,120.90041759239598,21,desktop,toys,standard,debit_card,0,1,134311
24,11.241836932286972,35.572879833220554,2.38148850081138,9,0.1822389620697476,2.253364426695313,71.47473040868721,26,mobile,beauty,express,credit_card,1,0,103792
58,5.079340958228862,11.917095007314014,2.3415633694538074,10,0.2090648717206952,-0.1373499773202857,24.621472880509614,24,mobile,toys,express,debit_card,0,1,126098
52,-0.602660622738739,42.13497333712817,3.873813319427674,6,0.0784097387400963,1.2228116877754829,103.90444102300069,26,desktop,beauty,standard,paypal,0,1,218442
28,27.59552635369187,21.996732110960156,2.3332322844768885,6,0.1099254616319262,-3.883911705343519,107.10190817426184,28,mobile,sports,standard,credit_card,1,1,97137
31,9.642040153757865,42.06934645439352,3.9571349379445335,9,0.2341065672667708,-0.4523390535247249,48.5367460221289,23,desktop,toys,standard,paypal,0,0,184747
59,18.21269540833136,29.179047608616603,3.628058151370341,9,0.1291411191451757,-1.9978523654032263,99.27294197430264,37,tablet,electronics,standard,credit_card,1,1,101136
78,-3.9248795702446913,76.57603816727945,3.7040371042539513,10,0.1009937944032202,2.636883229956295,40.51053833832954,8,mobile,clothing,same_day,debit_card,1,0,24495
67,18.44406191630515,58.48746121546054,2.9382188188497844,9,0.2007648074008426,-1.9653957618149729,85.59704607273055,36,desktop,beauty,express,credit_card,0,0,179719
63,20.041256237549405,26.85706402505359,4.566279176218325,9,0.2120049534144823,-0.7542743168570489,32.01653564331784,4,desktop,toys,standard,credit_card,1,1,205075
52,-6.095438663058864,53.83433910700148,1.023219719438165,9,0.3475217844055951,-1.2302231617493185,95.08557598530685,3,mobile,home,standard,debit_card,0,0,122970
79,-0.5128471525164784,32.55373278307081,3.662205246075576,8,0.1953198757020464,-2.3950090448033663,120.08665669751532,13,desktop,toys,standard,debit_card,0,1,227724
59,44.187891364183045,72.55997033750064,1.460860723959851,8,0.041915467949211,-3.152784888109796,3.494663712760804,4,tablet,sports,standard,credit_card,1,0,49911
63,6.68518852286007,62.319490712234,3.377407740713676,9,0.1565012818918687,0.2995327911360447,56.64684717184551,16,mobile,sports,express,credit_card,1,0,36487
79,34.6845826165964,31.08514210684889,2.7195281678769527,10,0.1113237996824216,3.1101523148160632,126.2415892473872,6,desktop,sports,standard,paypal,0,1,208976
82,16.740616998309573,36.4946370029285,2.4708597226500078,9,0.1354907097911605,-2.267933187240171,96.8491348415232,15,mobile,home,standard,paypal,0,0,51598
62,109.33331010581271,24.277508851103324,3.5547230972906503,8,0.251877949618295,1.001426604202837,48.49489843028441,-1,desktop,electronics,standard,debit_card,1,1,207573
58,76.62458808589892,73.03380504413167,3.324036145953816,10,0.1726976173925336,1.8759084830345507,82.46091490845933,1,mobile,home,standard,apple_pay,1,1,121540
60,19.071625800256516,66.92581607126709,3.979824402302471,9,0.1547541967094598,1.99187760761178,59.873388044563214,0,mobile,home,standard,debit_card,0,0,200121
64,48.54022581623164,40.61356826939982,2.0840470287551582,22,0.1958960845786852,-0.4638406771940004,115.73231852320868,1,mobile,toys,standard,debit_card,1,1,176766
54,36.93240758035208,22.95168229276464,2.4270795403492165,7,0.3002463039541547,-2.4029761190647703,83.3441418749078,36,mobile,electronics,standard,credit_card,0,1,205046
82,17.267676461476682,53.56706888240532,4.284648345518358,9,0.062321112119712,0.0426610899896232,94.33827245259369,3,mobile,toys,standard,debit_card,1,1,243580
70,68.90406702383295,13.423201172161791,1.4140292306359243,10,0.3362714302522023,1.1234934968530548,31.0694279156724,4,mobile,beauty,same_day,credit_card,1,1,243724
77,12.423029990996447,11.823653381864592,3.739198654532436,6,0.218995264827406,3.2672854489387984,96.65713915074512,8,tablet,home,standard,credit_card,1,1,52071
52,32.194492729775604,25.381102758761216,4.842081110025674,9,0.1141058935716363,2.530492700981612,113.75834463317342,-2,desktop,home,express,apple_pay,0,0,181612
61,68.30119215879093,31.70696681764792,3.6230009269815024,9,0.1411782656834344,-0.6931936061941929,76.07981459401927,-2,desktop,sports,standard,apple_pay,1,1,230235
57,108.49035640079356,69.37446007256608,3.454202842209303,6,0.0963707060838702,-2.330352001661866,26.29221601939714,9,tablet,home,standard,credit_card,1,1,137357
66,-5.522154651593489,73.4579406929063,2.992825051927805,9,0.1092230737864125,0.1741887940145157,124.83214165488882,16,tablet,beauty,standard,paypal,0,0,49536
79,13.150257872437344,66.53805926808165,3.9609235756446304,9,0.212718225817069,4.408226998835245,103.91424883227258,-3,mobile,toys,standard,debit_card,1,0,151634
57,-7.124908217521291,3.591800511416217,1.579373663535376,9,0.1982464262970035,-0.7718793663673971,111.1228203699226,32,mobile,sports,standard,apple_pay,1,0,108016
81,75.4182272002212,11.271388560932468,2.654638019749117,21,0.2341339873790305,1.546965816888464,53.18336102615661,12,desktop,beauty,express,paypal,1,1,83310
73,16.212996819583413,53.56637535608058,1.460602598645699,8,0.1227445785300616,-1.845460676237884,115.67766471187294,6,desktop,sports,standard,apple_pay,1,0,238890
54,24.940649403352545,32.67660640890482,1.868934970100094,14,0.0906291840470441,1.0207892804041878,35.40072544590686,32,mobile,clothing,same_day,paypal,0,0,41156
22,80.42651984890327,25.76310597922295,3.246859015759882,14,0.103895919102171,5.3632283080792895,68.50330335457171,33,mobile,toys,standard,debit_card,0,0,7257
77,39.29716990557037,54.3472753978083,1.0229822941787186,10,0.1405059376007367,-1.2771991169092851,32.70305608299164,2,mobile,toys,standard,debit_card,1,1,58450
63,11.771450415338531,38.59142881142572,1.4244499830924733,7,-0.0022396184644477,2.78581400176791,80.96791156142663,30,mobile,toys,standard,apple_pay,1,0,13101
75,23.1217006751566,40.05779465095312,4.194952796085751,14,0.2347305614776526,-0.121570767569123,71.6043307831823,4,desktop,beauty,standard,paypal,1,0,2057
58,30.69284118083205,34.7514525567245,0.9024856435229952,12,0.1208664790272346,-0.2800159430039393,73.35831775324405,6,tablet,toys,standard,paypal,1,0,107960
65,2.404291074983273,12.822105629251553,3.541523488125531,14,0.2437821522298477,3.025691826530456,29.578895451686137,17,mobile,home,same_day,paypal,1,0,26975
79,18.042597473429737,38.98820844687036,3.4390611145415715,9,0.2823630246308581,1.7129595255055483,90.79533181578056,-2,mobile,toys,standard,debit_card,1,0,227843
77,77.77310359847756,71.0654557369633,4.443879565576895,9,0.1053634131543165,2.7692624083721387,36.318905309619495,-2,mobile,sports,express,paypal,0,1,88664
81,57.776587517631306,36.9734283541666,1.001506250389424,9,0.2280739986917753,1.4672799567303056,110.93134884145282,0,mobile,toys,express,credit_card,1,1,19056
68,93.93349580600363,32.25019432143132,4.097854953546182,11,0.0471276682400219,1.1162346104871423,109.85342584207828,1,mobile,sports,standard,paypal,1,0,132062
63,6.722132570539252,77.43095691340169,4.567421207097622,9,0.1076940799511837,0.5519036277460405,73.5477243935025,0,mobile,home,express,paypal,0,1,9932
64,208.53537310427615,4.322298347059135,1.933335144624429,6,0.189910366049273,2.521177068266595,103.8017477719455,0,desktop,beauty,express,apple_pay,0,0,96962
16,1.870612009258512,41.6257876711691,2.206564740932016,9,0.0937605058016085,-0.6053542560795331,110.31886646447596,24,mobile,toys,express,credit_card,0,0,94315
49,102.71963713336991,71.00457468823559,1.5860070433068787,6,0.4465138341615474,1.122005801243552,83.86723348145176,2,mobile,home,standard,debit_card,1,0,114103
14,5.547182336944552,72.07979307295636,4.282952823565881,9,0.3637598745588964,0.8449210948484372,58.53534189205608,0,tablet,toys,express,debit_card,1,1,158917
61,15.99193010361116,6.360362299490916,4.199654522556692,11,0.4093124584402854,-0.9701503707278464,74.103293787123,32,mobile,beauty,express,apple_pay,1,0,169672
54,21.160334456269336,63.67963971569163,2.6579388722420814,17,0.1704491490724263,6.271933363678852,97.94447416634708,33,mobile,toys,standard,apple_pay,1,0,149671
51,30.83378243315672,62.333248872440926,4.545904521362297,9,0.6419464517153382,1.1127136561699218,86.50739807326559,-3,tablet,beauty,same_day,credit_card,1,1,67608
85,34.35221282244352,30.580154974663188,4.827883043840688,9,0.2098484264390492,-0.4665075986901412,74.91220258635467,30,desktop,electronics,express,paypal,1,1,98647
48,-1.586350515895763,47.98699041670167,0.9898251970541144,7,0.4452742961511723,-0.7260843780794954,123.01565597383716,2,desktop,home,express,paypal,0,1,37860
47,107.15727062572924,73.55226120588728,2.506357693717117,8,0.0640038799234882,1.4785890207525738,96.15809697464148,32,tablet,clothing,standard,credit_card,0,1,242571
75,6.587865149600955,31.99987959909548,1.4079427321418905,10,0.1570953796350574,-0.4290612817156125,101.3739868031964,29,mobile,home,express,credit_card,0,1,228504
67,-7.935577610454377,35.353132675644225,1.8290504347788348,7,0.1084498006953355,2.153421467128722,100.60133720586984,-1,desktop,clothing,standard,apple_pay,1,0,4334
33,16.874804826841675,48.93471916785524,3.2822362154941214,8,0.1469209543640759,0.1463646311159686,43.89229983455874,0,tablet,electronics,standard,debit_card,1,1,62626
49,8.374055362813907,71.39344180326346,2.159705029814866,12,0.1086999903172887,0.2323737120595417,123.358040302239,9,tablet,sports,standard,paypal,0,0,168168
55,-4.668546556187508,53.03144357770249,3.783143277615421,7,0.1819053365197125,0.782840460051851,80.48464724489878,32,mobile,beauty,same_day,debit_card,1,1,211258
40,26.51072128121352,54.98155720466088,2.324364055279497,14,0.1716602341551822,0.1370106636260819,51.60488809898645,34,mobile,clothing,standard,credit_card,1,1,150507
60,3.704595194854608,29.185329917074583,0.7733236706390141,8,0.0994565245813545,-6.666061551448515,107.23055722799496,30,mobile,home,express,debit_card,0,0,154408
57,4.010439470887356,26.65080805748582,3.98051687298548,7,0.1866338542118079,-0.1836918242454907,103.80795722372704,24,desktop,sports,standard,apple_pay,0,1,93285
70,20.92152227746358,9.16568396190638,1.2248363866714271,9,0.1417045437408637,-0.0818481928102744,7.514383277667058,19,desktop,home,standard,debit_card,0,1,177922
80,13.79330753529175,72.65080298878777,2.286987263206406,21,0.0905116575041894,0.4716369949282883,103.33427838599458,20,mobile,sports,standard,credit_card,0,1,129724
48,0.6061747314008095,69.34584040163173,2.4475116095202525,12,0.3004379517984493,0.5544334925390872,117.12190662653512,9,mobile,home,standard,apple_pay,0,0,149258
27,19.841801289300665,41.33331503570374,2.747263015645647,6,0.2007833453840704,0.6227419495421271,96.18943499965476,13,mobile,electronics,standard,debit_card,1,1,181933
56,52.00300641717341,32.51545070401539,4.466685586564893,10,0.0187119364308739,2.0846297469304487,99.4654058897841,2,tablet,sports,standard,credit_card,0,1,66465
64,2.7259100701238737,58.23431116112932,2.225632433256317,7,0.1248352527407707,3.228261986527372,15.15524086368466,0,mobile,beauty,standard,apple_pay,1,0,242443
14,-0.2278920319022752,58.38656413083449,1.6381338432192218,10,0.3388560227669381,-2.1380726681264397,126.16152984974366,7,desktop,home,standard,apple_pay,1,0,89842
57,61.986186756597576,70.13713861924445,1.4790153747139994,10,0.0139637528462798,-0.1558597569551768,73.77860075536955,2,mobile,beauty,standard,paypal,0,1,15961
53,1.2781236215191465,38.76317381302293,3.462563436039316,9,0.1579704499734783,-0.0800116892129503,113.61034154362936,7,mobile,electronics,standard,credit_card,1,0,55373
53,-5.233705720228269,39.43631291204132,1.003485163695957,6,0.2254606770602865,2.081054101380843,120.22059156629484,-3,mobile,home,express,paypal,1,0,203147
55,78.23401442752012,47.957423185881,1.9602524325802435,8,0.0772973925652653,-0.7984904126430967,21.037449219220548,5,mobile,clothing,express,apple_pay,1,0,236373
51,11.659820108181256,58.126819869255584,1.8115435064290744,9,0.2795977966635121,-0.6102286245871935,73.97886731632055,14,desktop,clothing,standard,credit_card,1,0,249493
20,-0.9118976227738322,63.08283958309418,3.851976123345481,12,0.1771037627472149,7.063861920482247,29.407067840284554,36,mobile,sports,express,apple_pay,1,1,191067
64,25.97419467548772,72.1513610868873,3.7540462341704712,10,0.0903141803440339,-1.2291041471890725,35.30600984371243,18,desktop,home,same_day,paypal,0,1,240853
74,68.92216032602494,40.32696017428208,3.925935419451687,9,0.1446364138444761,1.1693467909229165,51.70720152155877,2,tablet,sports,standard,apple_pay,1,1,69535
28,28.63354135410907,4.296646675886112,2.809644705144923,8,0.1854465306238668,0.3428868131175526,17.759999646125046,-1,desktop,home,standard,paypal,1,0,114162
26,76.59258868420977,46.09050080817774,2.047505686797613,14,0.3895664787023885,-0.7363769565859586,73.74901270363439,15,mobile,home,same_day,apple_pay,1,0,1960
56,9.728955803851491,44.64609191687745,2.602321293151013,10,0.1687768201609578,0.8610843188738769,124.5316293946408,4,desktop,beauty,standard,credit_card,1,0,50457
48,45.98196127098982,69.73599664002597,3.836302515099208,16,0.3386564650301162,0.9705490554885196,82.48859131417855,-3,desktop,sports,standard,paypal,1,0,14025
60,17.230354917970427,45.44742250692563,2.3945150068065124,11,0.3889283704257021,-0.4095757861703806,80.55631786317323,3,desktop,toys,express,apple_pay,0,1,148978
67,29.07934925383165,53.008479037510526,1.0295841633818874,9,0.1371172197214162,-4.08738104323187,77.81505916729833,13,tablet,clothing,standard,credit_card,0,1,4041
66,50.02165065564695,27.028384107246875,4.704870571477932,9,0.0160630741661728,-0.7801866055604753,128.71228618464878,20,mobile,home,standard,paypal,0,0,137809
80,3.4330298564917534,10.326410971774614,2.8860196236889992,9,0.1676736557717952,-1.7597122252605435,70.50983735427579,19,desktop,electronics,same_day,paypal,1,1,55167
69,5.644516240073319,53.447779328965694,2.4706031222400515,11,0.3153096137209413,-2.6338232078942787,68.27954527332543,1,desktop,sports,standard,apple_pay,1,1,27368
54,135.9821821130116,30.040530652945428,2.956006335107092,9,0.0548737146230301,0.3214158485005851,92.33279455709264,27,tablet,clothing,standard,apple_pay,0,1,144187
54,20.282114227855303,76.52218951179567,4.088683891713195,9,0.0765748713694445,-0.7717122018320386,52.33004696259295,22,mobile,toys,standard,apple_pay,1,1,222480
47,1.271124633459202,64.33866002240754,1.0468607552304947,13,0.3580418971143105,0.6408816001677486,45.13345806172873,1,desktop,beauty,standard,debit_card,0,0,179101
65,-4.338980589799434,73.75908006256968,4.157708664036324,8,0.1375575273642198,5.167955150117301,108.63868411326598,2,tablet,beauty,express,credit_card,1,0,199544
83,39.97293577520799,32.09532158915579,1.5390476823697197,8,0.0713448642378599,0.031016800686531,70.69707826363296,8,desktop,toys,standard,credit_card,1,0,114516
31,-3.9986130831208406,51.03544880744339,3.9786114321209807,9,0.1901622816613382,-2.542386785097527,53.21029110035668,23,mobile,beauty,same_day,apple_pay,0,0,171058
74,15.115812305846966,70.06579431595358,0.5950383741882808,9,0.1176078097914959,-0.2686965855080647,81.09989259192047,23,mobile,electronics,express,credit_card,1,0,149895
37,-3.4672927081984533,49.14556202194336,1.337416365946255,11,0.2192049891793131,3.668658769975648,3.5433537249664155,25,mobile,sports,standard,credit_card,1,1,190291
43,50.4203267970783,61.158204439733424,1.8992332273593,8,0.2865814994560107,-1.2077483121690458,48.57465362452001,7,mobile,toys,standard,debit_card,1,0,170170
69,10.18582045775056,4.3017832878501325,1.416725870644449,10,0.0825505209824333,1.701474404894984,16.629594879640898,-1,desktop,sports,standard,apple_pay,1,0,85289
57,95.74140594613152,9.30281437401969,2.447153169716357,9,0.1200567483329015,-1.725031420667647,70.0971220140538,14,mobile,toys,standard,debit_card,1,1,220474
67,-1.9482389701721097,73.82118691847963,1.615559473923916,10,0.0605912780070736,-0.439540133293121,130.17250601529017,4,mobile,sports,standard,credit_card,0,0,2902
40,2.1837176834042857,31.149596592188686,1.1095895401300635,9,0.2520134698517958,5.092264651177406,75.84246615265803,23,desktop,beauty,standard,apple_pay,0,1,88781
